20000.0000000000,2680065.4480328574,4667225.4121592138,6024792.8637447059,6806442.7291561039,7075240.7822212363,6902758.6916613551,6368320.7814294826,5558353.8679290097,4565763.7293930752,3489236.7098199897,2432355.4332039193,1502418.5129353390,808863.4989134555,461206.4157255696,566413.5581823502,1225563.8153028402,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000
20000.0000000000,2666007.7483648951,4640342.0810745340,5987090.6941003138,6760534.6835270440,7024100.2807539813,6849450.3469607476,6315749.9362947615,5509062.1502482770,4521785.8120074645,3452026.0318297246,2402782.3666927586,1480841.5731619685,795273.3413385616,455449.5669439274,568527.1863826504,1236265.6591271167,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000
20000.0000000000,2623164.8480560435,4558424.6267442172,5872296.9615749819,6620932.7544761561,6868837.3053487334,6687907.0788582750,6156769.6270445213,5360330.6687105848,4389402.6570938388,3340285.4284215388,2314172.8274302925,1416263.1993170620,754463.8429537074,437622.7988920605,573323.9335339619,1265327.7976134408,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000
20000.0000000000,2549400.7618240621,4417453.3617578065,5675098.3906440204,6381768.1067614034,6603739.4221036537,6413145.7796947006,5887507.2080157576,5109573.7318568742,4167293.9960859781,3153754.3897744399,2166953.7808387163,1309277.7028212682,686527.0218040666,406392.9186781060,576516.4524462729,1302854.8499647516,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000
20000.0000000000,2440705.5747347204,4209973.9249102194,5385794.7769391900,6032505.6605783813,6218727.5525309229,6016533.7517760079,5501405.5638607368,4752581.4803935410,3853536.8103987593,2892431.7225158778,1962408.2239292825,1161596.5152954862,592610.3004356561,361182.1968271214,573507.0647503303,1325462.0961513126,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000
20000.0000000000,2290356.2127712569,3923747.8105413839,4988865.2112790495,5556732.7794966679,5698507.7280972814,5485324.1361684464,4989105.8138117259,4283701.5665081283,3446045.6111064972,2557239.0434279232,1703513.3398662147,976994.2957115466,476020.5310722498,304392.4696797713,567715.3162059945,652226.0466424631,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000
20000.0000000000,2087296.8057217356,3539329.7270058147,4460599.8862496158,4930323.6644417951,5021397.0621895762,4802085.5199020738,4338368.7539826846,3696158.6996936267,2943236.4965599780,2150997.9304610118,1396155.6657097412,762490.9881662399,342591.2952969854,239495.2622371635,570016.2911579324,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000
20000.0000000000,1812890.6111398702,3025758.7228547931,3765399.1740278108,4118928.8058609897,4157940.6866449639,3944173.8053590851,3534146.6539713084,2982570.7244825680,2344942.2889269330,1679782.4190611951,1050966.9266580758,530500.7391143658,201706.5085115553,161472.0183945375,513977.7625347391,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000
20000.0000000000,1433822.6803272991,2332808.1517186807,2850307.8255203543,3074972.8677856363,3069666.3594958116,2883537.0757576963,2558972.5700004734,2135705.3230194533,1653533.1090788373,1154587.1588575663,685920.5430195843,303298.3234404378,77083.4080685104,98536.0045066428,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000
20000.0000000000,884729.5165315361,1377149.4648020491,1637878.4195363245,1735033.7235115187,1708755.8533897013,1587336.2135974483,1393875.7814060831,1149466.4488889882,875048.0787323553,592926.2593487351,328756.4105813350,115460.0619403406,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000
20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000,20000.0000000000
